,0,1
93,-17.059916,39.32985
94,-13.486538,40.78942
95,-14.104334,22.97401
96,0.36977762,17.688932
97,2.879885,20.785984
98,23.799992,40.444744
99,39.171593,-15.967583
100,-16.239496,-44.89516
101,22.980825,3.6824026
102,6.9253974,-33.281254
103,-1.8806343,-31.254639
104,-9.844924,-35.186832
105,-22.72314,-23.561354
106,-18.160133,-38.396908
107,37.10194,28.6784
108,17.34564,-6.593217
109,-17.40478,-44.722
110,-23.66784,-8.857752
111,13.686131,23.744644
112,22.190966,11.176697
113,-15.650974,-14.997714
114,-30.931173,16.24933
115,19.605404,29.476646
116,-2.2719486,-53.02607
117,25.97291,38.578125
118,16.817505,19.224373
119,13.909462,32.271626
120,-37.85114,-15.062911
121,-6.6274867,-8.0237465
122,-16.4348,-28.243965
123,21.929071,26.958857
124,26.334953,20.415827
125,-20.432117,-26.24329
126,-8.941185,40.379795
127,-22.352291,-13.691437
128,-29.905085,-10.851695
129,0.5843824,20.754583
130,4.0197062,15.779822
131,-1.9950429,19.517492
132,-18.12279,18.172262
133,-23.709837,-6.8623986
134,-15.630362,2.3989692
135,-4.2766023,26.174202
136,-12.0660925,33.20056
137,-3.9415,-36.207497
138,20.12831,31.639872
139,1.2914877,-32.653416
140,-5.5820866,35.65265
141,34.771297,4.5553746
142,31.868483,-25.305374
143,-7.690835,-9.710997
144,23.129503,8.549822
145,-0.39230427,-11.638057
146,26.294441,18.250353
147,32.66192,-13.590425
148,19.23588,15.953937
149,-26.93949,8.763168
150,27.604362,-10.376173
151,-24.831406,-12.053557
152,2.2342618,-10.602967
153,-5.9039392,26.57511
154,-17.118958,13.7991085
155,-6.67786,-45.172268
156,-11.223064,-8.494342
157,6.793674,-6.4387255
158,-4.0830445,23.258154
159,-11.110249,25.094833
160,16.74144,17.834385
161,26.454157,-8.629496
162,12.225665,-43.498737
163,0.040929776,-24.273148
164,4.7846885,-30.094143
165,-11.732361,19.406149
166,-18.173962,36.507088
167,-19.254019,-30.176374
168,46.244503,17.520529
169,37.58384,8.9184475
170,33.843754,41.806885
171,7.681038,29.765265
172,-22.818579,-16.163916
173,-12.85963,-5.323812
174,-14.685496,2.153259
175,17.193897,21.633009
176,16.405313,51.669914
177,-11.598463,-37.598366
178,11.302539,-34.103218
179,23.789864,-31.474651
180,15.971568,0.106401235
181,5.61905,47.100246
182,23.548063,-7.6377926
183,10.649591,-36.403248
184,-12.143504,-9.322082
185,17.760496,-35.464447
186,-0.0761397,23.934645
187,5.972264,-46.427433
188,-23.714739,-18.389557
189,20.628214,35.297123
190,-11.532201,-13.266877
191,18.449022,-21.608389
192,10.1726,-12.229162
193,37.93323,31.882553
194,5.9583383,22.952507
195,-34.107784,-20.052443
196,-50.19881,-5.0839596
197,10.580306,50.967495
198,17.67762,-46.990383
199,11.789185,-39.859554
200,12.073514,-5.1289115
201,19.494076,10.081935
202,7.9525228,22.58626
203,5.0981903,-24.983725
204,11.786225,48.080917
205,14.982648,23.987104
206,-28.736391,-32.522266
207,-4.3342032,27.300062
208,-21.928238,-10.806077
209,2.818736,40.60217
210,0.46181947,6.1603804
211,-42.954697,-0.8233307
212,-19.7501,5.089427
213,26.55629,-5.1447325
214,-3.7471862,20.03322
215,8.8449955,-4.930834
216,-22.946321,7.244698
217,3.9841847,-27.022013
218,-20.08317,-5.3302107
219,4.7024145,33.099148
220,-3.7228527,25.107065
221,4.5879645,-27.340935
222,26.521229,20.79725
223,-25.572777,21.77048
224,9.234634,-46.636547
225,-21.157032,-10.614554
226,3.5855713,36.66135
227,7.422665,25.070955
228,-15.430443,-3.6145902
229,-21.043104,-10.680308
230,-24.30893,-1.3793968
231,-2.1186373,-3.002491
232,21.099918,18.004515
233,26.804483,27.90946
234,-10.185244,3.990665
235,16.886293,22.65004
236,-34.654354,26.699514
237,10.35369,-2.765409
238,10.675148,-5.2001
239,-29.20836,-31.108898
240,-2.1280675,4.351161
241,13.359896,54.522766
242,-23.278454,-7.8379498
243,-18.657093,-9.519228
244,-20.638826,-30.275883
245,-13.449357,-47.077766
246,-20.143463,-19.703503
247,-15.707227,2.2608922
248,-28.878983,-28.041143
249,21.75041,17.185555
250,1.9936454,-3.310961
251,0.8448171,36.39069
252,-8.205625,31.22452
253,-19.956245,-14.985376
254,-29.298328,-8.326421
255,3.9440775,-1.6278471
256,17.174734,21.09612
257,-18.112335,-33.25623
258,-22.773191,-17.328152
259,19.844076,-42.36112
260,-5.2131653,-36.500072
261,-14.763331,-30.316463
262,7.576807,3.3053613
263,-4.6720986,3.6649964
264,21.355623,18.98556
265,3.588179,22.418133
266,-27.615831,-15.176007
267,-10.27645,4.216965
268,17.687662,17.125935
269,-25.094986,-30.316353
270,-21.233932,-30.23695
271,-26.432415,16.376245
272,8.787095,-4.0787983
273,0.2506463,-35.725147
274,4.9717827,-0.09625675
275,-2.7960732,29.313213
276,13.052909,20.343586
277,-14.182291,-37.039997
278,17.865337,-36.65243
279,-7.0796404,-3.841492
280,-25.07059,-23.622383
281,16.122026,8.866459
282,22.485207,-3.619554
283,-6.8826156,39.38922
284,15.333512,1.3340068
285,32.876396,-28.747414
286,-11.116395,-36.209812
287,5.497285,-3.110468
288,-27.207745,-36.97207
289,-17.165146,-43.282246
290,8.601241,-17.482487
291,19.68636,-29.2105
292,-24.800865,-28.615742
293,11.307716,-12.71435
294,-18.423632,-36.771454
295,-4.2942824,-2.288376
296,-23.903387,-0.59756505
297,-6.2956533,-45.1814
298,3.6285968,-25.529137
299,17.52972,13.242056
300,14.116873,19.149485
301,8.014514,-21.821981
302,12.47909,17.139387
303,8.86904,-6.616052
304,-26.107397,9.993046
305,-0.340977,36.9405
306,-1.486472,6.3854637
307,13.888543,17.343376
308,-1.3521185,2.473837
309,13.919633,-12.435121
310,5.079749,-19.33007
311,25.786268,4.654218
312,-3.8131766,24.879238
313,3.9939582,33.45619
314,3.439633,-15.910495
315,-11.481954,40.43372
316,11.5351,-2.2059345
317,-7.23818,32.76873
318,-15.612738,40.65655
319,1.3218803,-36.329823
320,-14.505988,-33.01023
321,1.4987823,-49.83957
322,10.771608,-41.363224
323,-29.272614,-22.01646
324,10.901421,-14.700743
325,-10.175299,5.6186757
326,-21.42847,15.858212
327,-8.645082,-33.54167
328,11.217306,-12.953588
329,-21.130783,-44.559544
330,20.658926,3.9898548
331,15.90884,-16.036093
332,8.875735,19.61649
333,28.588968,3.0288773
334,-21.053688,-40.563766
335,-13.614966,43.534996
336,28.279207,-17.006172
337,-23.73068,-8.847566
338,-21.292242,-26.89568
339,-23.720938,13.018761
340,12.349596,13.896899
341,-14.135324,42.068333
342,34.91944,-11.136643
343,-21.108347,41.824722
344,43.285103,-0.23542209
345,-27.294031,-10.04597
346,37.15646,14.554345
347,16.095274,-28.387302
348,-26.999521,-26.155207
349,6.38758,-29.170399
350,-13.629204,3.46119
351,6.6838045,44.080715
352,-22.62942,-19.204292
353,-14.210819,34.45272
354,-16.90353,-50.315033
355,5.2849417,45.968285
356,-10.892043,23.737818
357,29.76634,3.7618036
358,14.525162,37.150322
359,3.4188764,24.883324
360,-4.0037436,20.206402
361,40.724667,3.7290368
362,-7.63191,52.9283
363,43.27518,-10.313145
364,-26.467947,-12.12981
365,15.402976,-35.511024
366,-18.946419,17.682325
367,10.008899,-6.911913
368,-5.3970394,-6.098847
369,20.718088,16.699018
370,-18.659098,-34.91061
371,4.5160146,41.689228
372,-16.315536,-32.59438
373,19.54452,22.084713
374,-14.301827,34.37466
375,-18.02089,-25.448246
376,-16.119781,-45.171425
377,-13.385122,2.11755
378,-6.8711214,-37.452576
379,-1.445366,29.87879
380,47.79942,-1.9344537
381,19.40044,22.579937
382,37.85899,-7.9857006
383,-6.186115,5.259862
384,5.130254,-5.639839
385,-12.356882,-33.72686
386,18.676882,25.173613
387,7.2611027,44.10906
388,8.359847,-31.253323
389,15.464861,16.482622
390,20.20163,8.300836
391,-12.69469,1.8606207
392,8.6576395,-14.994142
393,-26.283165,-21.799482
394,-23.441483,-20.084753
395,16.639767,33.989376
396,-6.3202915,-5.9136844
397,2.3304524,18.529976
398,40.76235,14.247979
399,-2.2205825,10.67574
400,-17.160166,-30.766926
401,7.068362,-2.7845697
402,-28.131832,-32.251583
403,-2.5274048,-38.56489
404,-22.79996,0.65725124
405,-23.746183,-5.393929
406,-9.382697,23.69567
407,6.2237744,38.410824
408,-4.7702394,-1.3186783
409,-26.70406,-34.466057
410,8.130903,-25.49519
411,-1.7184974,-28.35731
412,-1.637254,-33.97653
413,-15.367594,-3.6335971
414,-11.577445,-8.464703
415,21.130331,-21.766203
416,1.3478553,3.343472
417,0.42870885,-51.8934
418,-9.74758,-51.363155
419,10.768417,-46.043903
420,31.26664,-30.940378
421,-28.270546,-25.43409
422,-1.0227336,22.079882
423,-18.0654,-28.560057
424,-4.1673365,-8.913392
425,-22.555853,-23.468782
426,-10.701708,33.697453
427,31.354145,9.478044
428,0.5397983,-9.217647
429,15.823883,-10.655323
430,0.23203427,-24.424206
431,21.229698,-31.756485
432,9.776664,28.335363
433,30.964874,39.74671
434,44.28768,-9.194963
435,14.248885,5.681858
436,0.7659874,14.511088
437,47.290627,-8.3378
438,7.5795107,-25.952406
439,7.1328683,-20.893124
440,5.555745,-36.203327
441,3.655559,17.148092
442,15.291932,-3.6273732
443,-3.308745,-9.546512
444,13.859867,13.992535
445,18.2601,-35.16562
446,13.105884,29.988237
447,-1.4912832,20.063778
448,-13.689289,14.176647
449,-26.830463,-5.8312335
450,-18.13402,-35.816578
451,2.9690933,-8.21864
452,21.246641,10.055956
453,0.55859107,-29.135029
454,0.85641104,21.567846
455,22.11384,23.265495
456,18.907124,35.988274
457,-2.8925495,27.438725
458,10.749109,-30.68263
459,-11.6109495,40.947903
460,10.965249,42.45231
461,38.47085,16.09201
462,42.383606,-2.4103603
463,-3.3830383,-2.759353
464,14.47307,2.0638587
465,-14.84471,18.387447
466,-6.4930763,28.271399
467,2.721468,7.5471163
468,0.31156453,-3.918633
469,-0.2870653,37.511745
470,14.241839,1.8935691
471,3.1867392,-5.8762126
472,14.918804,-15.8317585
473,-9.700333,15.960792
474,-8.20464,-4.050256
475,-1.9611619,19.598167
476,-20.024374,-24.807404
477,0.6858073,-37.990517
478,-13.032409,14.56477
479,16.005192,48.577274
480,4.8438807,-1.2766193
481,6.05332,40.2715
482,14.7194,28.652248
483,-9.720162,-6.344324
484,1.3197875,-34.52754
485,5.0648494,-13.960519
486,20.855322,22.903683
487,1.3856912,33.3472
488,-33.999348,-22.339321
489,-0.8291008,18.350658
490,8.452207,-3.8525565
491,-14.088631,22.968815
492,-14.302654,9.49407
493,-5.682794,-3.2576823
494,-27.271185,-22.098259
495,1.7612689,24.50003
496,-33.358593,23.400623
497,3.3172972,8.907
498,5.0568852,4.366623
499,28.21637,-18.584013
500,32.585632,-18.260439
501,10.764563,-16.65563
502,13.085643,26.613216
503,19.50347,-20.192753
504,-12.268837,31.224894
505,5.002211,18.10533
506,0.5877931,-9.918339
507,-22.554567,-45.78406
508,-8.812974,-41.913136
509,7.691586,-45.742783
510,-47.203846,-0.0839083
511,31.087818,-7.840456
512,8.2827635,49.394066
513,23.001484,19.467625
514,-19.897375,-11.869077
515,-25.258148,-37.71117
516,-1.0020431,28.502838
517,-12.255097,37.237576
518,-16.508358,-35.296383
519,-2.0625484,6.0706825
520,-9.519605,-17.01791
521,-6.241927,-11.185443
522,12.934997,51.02183
523,11.090713,-12.687105
524,7.052902,24.846737
525,-5.302538,-37.63476
526,44.246964,-12.6595125
527,44.485966,-11.669806
528,-1.3527752,-37.70466
529,28.894249,-34.967056
530,14.727609,53.9205
531,10.647092,26.434507
532,-27.87882,-28.179377
533,7.8456287,22.213285
534,23.280289,16.312067
535,-5.9578967,-35.858696
536,2.3066137,-4.038653
537,4.0460668,13.754891
538,-19.159067,-4.4335117
539,9.685838,-43.698833
540,-11.5341,-33.810738
541,-35.27742,-26.098372
542,13.618662,34.72746
543,-8.15487,18.632853
544,-22.634861,-19.252174
545,14.137957,43.64586
546,-5.254396,-7.1380544
547,13.120391,-3.2661295
548,18.110165,26.90748
549,-0.6642275,24.056147
550,9.393349,-28.767519
551,22.803682,0.9559895
552,11.236915,-4.309725
553,6.1043453,-15.3407545
554,17.930517,-39.382694
555,-4.493939,-6.9785423
556,4.4204926,-28.743082
557,-31.098448,-21.95651
558,-7.8147416,-33.84915
559,-18.140007,22.461857
560,-3.297757,29.760681
561,10.629586,32.93676
562,-13.089772,41.72076
563,-19.798819,-9.4534855
564,-4.5230794,-8.834601
565,-2.2669153,-42.87438
566,7.6029325,-5.049721
567,17.25717,9.443365
568,-6.0446095,1.3514168
569,-1.7660065,35.072037
570,-17.255642,-13.137868
571,9.201128,-24.249775
572,-6.1288223,43.813843
573,18.199135,-28.405119
574,-16.07236,37.872032
575,-10.735759,40.00937
576,-10.131054,42.365433
577,22.137604,11.285576
578,-28.38988,-18.720018
579,-36.52178,-24.392633
580,-4.319386,29.641022
581,21.209795,12.953821
582,-2.5913615,-36.517357
583,4.5914717,6.4424915
584,-17.451435,-38.47125
585,-1.7536349,-31.095297
586,24.287601,-7.719418
587,-16.838497,24.855686
588,0.8213232,-36.633133
589,3.2318144,-29.614746
590,30.698029,12.318873
591,11.876254,-3.2466059
592,10.048335,41.739166
593,-2.7853825,-43.36572
594,26.80732,-12.328091
595,-14.723245,-31.644535
596,-15.432717,8.772823
597,-44.7939,5.7235456
598,15.154999,-42.511353
599,-23.48818,-21.653885
600,-29.686749,-25.29975
601,-7.5283766,-35.345036
602,0.7062504,17.073044
603,-14.844583,-13.962236
604,-26.185705,-0.63827837
605,3.6563604,5.378264
606,-20.942877,2.8251705
607,-15.844838,-43.90577
608,7.5904837,4.255754
609,-17.109844,-50.297653
610,-2.5227547,34.18694
611,-2.1372707,-4.57197
612,-32.36565,-3.9562604
613,-19.770405,-11.951404
614,16.360336,-47.36708
615,-3.1958973,-31.07193
616,-1.2836151,-2.3275394
617,-15.782111,-40.369747
618,-20.727428,-25.172188
619,-15.921378,7.9465666
620,11.902619,51.31241
621,-0.16453448,-6.752726
622,13.336131,16.183472
623,-14.667235,-31.609436
624,15.052414,15.426241
625,46.610508,-12.988842
626,2.3152742,-18.951248
627,-26.48358,-18.08416
628,7.8317947,-21.573847
629,-1.9083266,-31.770758
630,7.996484,-28.818333
631,1.8316723,24.57154
632,-37.133633,-23.254183
633,-14.897287,5.806212
634,2.7755723,19.573717
635,-5.47723,2.091054
636,-1.6195589,2.2379467
637,-15.072976,-34.674526
638,-10.311909,33.142704
639,15.586817,-16.782461
640,-21.191317,-16.556139
641,34.57221,5.3062806
642,-7.5449705,-35.983025
643,4.419565,7.859697
644,-4.9724493,41.137764
645,-14.716928,-35.679253
646,7.500512,-5.993161
647,5.435881,-27.89996
648,16.300858,29.448673
649,-2.971067,0.8522516
650,20.482273,-33.358624
651,-22.080564,-7.896698
652,1.3605497,6.4732857
653,3.04581,-2.4083261
654,-39.71631,19.581251
655,2.3580694,54.488865
656,17.489618,29.108122
657,25.668753,38.04966
658,-0.69673604,-7.313006
659,-6.3959746,41.468662
660,7.0696416,7.3444037
661,3.4080086,-11.220063
662,-21.782234,13.29914
663,5.1417975,-5.5667143
664,3.6505282,40.457893
665,-17.216675,-25.95921
666,-6.9019394,-35.62461
667,-3.8240755,-31.66223
668,40.34891,22.491064
669,-2.8569918,-39.823963
670,24.729158,11.111024
671,6.1732464,31.358088
672,11.55696,38.39921
673,-1.6557316,-32.91543
674,-20.197323,-28.18827
675,-1.2596697,50.44836
676,-4.250228,19.447012
677,-11.907946,-42.26922
678,2.2978156,-29.711294
679,-12.855269,39.91402
680,27.884733,-35.74896
681,-4.2869005,33.996643
682,8.724308,38.680946
683,-5.415722,25.04618
684,12.567033,23.026466
685,-21.555763,-7.3960195
686,17.103428,2.1607454
687,-2.1499665,-42.91574
688,0.7775453,-11.9204
689,5.150444,-20.647139
690,-23.834633,-21.462517
691,34.670372,-11.013894
692,-0.9904903,35.776737
693,-0.9529467,-6.654219
694,25.970858,42.392902
695,-18.713085,-22.376041
696,11.423122,24.79466
697,-11.984525,6.4631853
698,-8.22201,40.12624
699,-8.727057,41.687927
700,-11.394637,25.53055
701,-26.412125,-27.519035
702,9.940786,1.4980505
703,-23.983624,-15.4340725
704,-18.098585,14.455052
705,7.0648212,33.23133
706,-19.5312,18.632536
707,-0.7325751,-0.15683474
708,-13.808535,40.82882
709,4.370127,-26.527725
710,1.1085038,-5.9343534
711,29.382696,17.796955
712,4.4249153,15.9544
713,-32.296303,-19.51577
714,24.10421,-21.776575
715,-18.408678,36.463566
716,-3.6100032,-29.703241
717,2.0898442,-15.767032
718,-17.457531,-40.321144
719,41.08394,0.946554
720,-24.797709,-18.948725
721,2.9065351,-27.575283
722,-14.603468,-3.736537
723,-22.062412,-36.215984
724,8.53993,-0.5438737
725,-29.346123,-31.161406
726,-21.72586,15.466999
727,34.94302,25.522137
728,17.60524,15.002115
729,28.007229,9.432544
730,-11.725976,46.646114
731,17.998043,-2.9276414
732,-34.688858,-18.669998
733,10.916353,49.54821
734,41.74917,-12.106872
735,-3.1497955,18.307417
736,-7.4227886,48.48941
737,28.529388,17.08623
738,-3.757704,43.42762
739,23.334812,12.97999
740,-40.38826,26.587912
741,25.547873,-26.50376
742,-7.428244,-29.770647
743,-15.907206,19.855373
744,28.361279,39.72055
745,20.516994,15.452594
746,3.602864,-20.25979
747,14.092485,-15.101531
748,8.234779,-33.043972
749,-3.5920324,17.139013
750,15.666229,-19.372314
751,-23.35186,-18.30967
752,15.533228,31.217094
753,-7.267598,13.362883
754,32.831112,10.222789
755,24.288713,23.872494
756,-31.669096,12.512253
757,-10.049977,12.478434
758,19.25266,19.333847
759,-10.226457,-40.116787
760,0.148032,-28.720366
761,-27.187769,-32.60063
762,15.202073,51.907936
763,3.9759438,40.43094
764,29.184616,13.347421
765,-22.190098,19.737791
766,25.248129,-10.569559
767,30.767925,-39.016556
768,-22.237213,19.893345
769,-21.607832,-8.754589
770,30.417616,0.08341607
771,9.543583,-7.818485
772,-18.838753,44.811443
773,28.46351,26.22444
774,-2.866511,-40.020382
775,-2.8043315,14.751852
776,-4.915191,-9.024473
777,-5.7930326,43.522854
778,-18.276022,4.3224287
779,-21.025118,-23.533445
780,2.4428146,35.803795
781,15.105519,23.92109
782,-23.003775,8.25505
783,2.623585,-10.238155
784,-19.768194,-1.1419295
785,26.306883,-7.7240276
786,2.568855,20.435017
787,15.307015,-9.497849
788,-17.70827,-17.721128
789,-1.0716074,-43.420235
790,-20.226688,-38.288002
791,7.742569,-7.9695344
792,-0.72117627,-3.2670062
793,1.1241688,2.148171
794,0.6829477,11.378271
795,-3.528163,-9.539913
796,22.763525,7.0134006
797,41.6888,-2.1503544
798,4.1512175,-8.334998
799,-11.1849785,-30.742266
800,6.190585,16.450912
801,-8.975417,-55.0164
802,-2.2260041,-21.496845
803,17.689314,11.44493
804,-15.792202,-43.84319
805,27.232029,23.848606
806,14.392925,37.44506
807,6.2994795,22.922247
808,-22.512627,-28.457424
809,18.95229,23.48945
810,21.978758,13.824928
811,15.4950485,-1.0980692
812,-10.940016,28.380285
813,6.637002,-29.145023
814,10.867785,21.53074
815,-10.36157,41.24172
816,-1.1912297,-27.050898
817,23.440968,28.282293
818,-0.62968045,-11.872938
819,-22.345945,-36.179787
820,47.37763,-8.315497
821,-6.283102,23.734447
822,0.61129165,17.8972
823,8.125299,39.141922
824,8.031686,0.09638192
825,44.3666,-13.088129
826,21.85849,-1.3337514
827,-14.468264,-31.660986
828,-11.923747,-36.62927
829,12.675874,-38.195423
830,-14.102929,40.942257
831,4.2778053,18.021936
832,-3.6065037,19.887932
833,-17.997583,3.1448927
834,-0.83829075,-5.1749787
835,26.136736,6.782215
836,-7.215575,24.328518
837,-3.4256449,29.879984
838,-27.522045,-31.621107
839,25.7187,9.262548
840,9.253074,-24.585009
841,13.571646,-13.367954
842,20.121231,-35.74888
843,6.5015335,-29.771973
844,11.343587,-42.434364
845,8.713752,-29.47272
846,2.038267,-38.49288
847,-27.226763,24.155903
848,-16.409292,-7.2153745
849,-13.0159,-31.839844
850,19.971725,19.452654
851,25.661087,46.525288
852,-10.153081,28.360895
853,-12.872584,3.3238158
854,-25.648926,13.514524
855,4.3789916,-26.026478
856,11.1560545,-4.192738
857,8.322902,-5.714725
858,9.121359,1.7827286
859,-22.435051,4.705159
860,9.86897,19.616909
861,-0.865282,-7.9086065
862,20.293344,25.684149
863,37.90043,31.928782
864,0.006101624,-22.751387
865,22.419748,15.098589
866,-10.454085,43.90089
867,-1.6942123,36.22126
868,-10.602254,40.117775
869,19.979694,-0.13018416
870,-20.519323,19.280014
871,-10.839475,33.91378
872,1.2573779,-29.32403
873,-28.232393,-1.3624656
874,4.7541566,-37.88701
875,-22.81825,4.124164
876,-22.262064,19.847528
877,0.4397351,-51.90674
878,15.593824,25.700937
879,16.225454,-5.3390913
880,-11.674127,41.32759
881,14.567547,36.770573
882,-7.7702446,-5.563738
883,9.35731,-24.571417
884,-32.09221,-18.224983
885,-13.996477,-34.08339
886,2.3715558,2.8659804
887,28.31905,-5.611511
888,11.305716,-44.00128
889,-28.902851,-21.69183
890,-17.96123,24.564215
891,17.62612,15.482431
892,4.5107827,-0.36933517
893,-24.987015,44.565765
894,8.345392,-16.08539
895,-20.647701,15.295467
896,31.749905,-9.058453
897,10.972623,19.247091
898,-15.282527,-34.352234
899,6.7251334,-14.689106
900,6.8045173,-1.4375597
901,-26.118622,-14.434716
902,-9.351592,41.665604
903,2.768791,-8.150617
904,-26.230667,-16.351267
905,14.049576,-0.52236235
906,9.289693,-34.795597
907,15.608428,48.548153
908,-15.069811,-11.71761
909,6.8240523,-6.1912875
910,9.924197,-32.811928
911,-0.8876391,20.28194
912,-25.178423,-20.184929
913,15.215578,-3.6777363
914,25.329176,26.075827
915,20.194214,-36.04132
916,23.916454,3.161723
917,11.029266,52.204926
918,-2.585022,-5.9428864
919,-13.476651,-12.274976
920,42.554146,-10.870205
921,20.348356,28.46395
922,-20.426733,-19.932642
923,-10.891528,-40.966328
924,-10.206903,-2.3860095
925,-9.827661,48.3929
926,10.955982,-37.48322
927,29.399254,-0.5978975
928,-2.4162996,-32.188213
929,-18.836582,12.191722
930,-11.730603,33.56916
931,-27.695362,-17.570225
932,-22.160366,-3.4022841
933,-16.012655,13.874235
934,-1.339392,40.911346
935,12.6321335,52.76006
936,-8.845456,-39.038925
937,-10.555192,33.815876
938,-12.2886,-39.54098
939,4.6187983,18.111982
940,44.35105,-0.25041375
941,-16.673925,-32.620956
942,-39.712807,0.4483402
943,22.149513,11.277312
944,7.7520947,49.301636
945,13.573858,-4.6716194
946,20.14192,15.014398
947,22.880733,8.491226
948,18.68193,25.570618
949,-0.5747901,-1.263383
950,14.617615,4.475477
951,-2.29796,-43.311543
952,20.468504,11.253875
953,6.609035,23.65784
954,-1.5298101,5.363328
955,5.923554,-46.635036
956,24.108282,9.680643
957,2.064737,-38.22758
958,6.121452,32.004173
959,-8.695246,14.735081
960,15.150695,-48.5042
961,37.232937,14.784802
962,32.13473,-10.857502
963,0.10046407,-30.918238
964,1.465715,-10.046503
965,12.85023,15.215545
966,-5.096365,-37.670845
967,-28.735706,-16.765139
968,-12.367301,-33.539547
969,-15.710297,-26.339731
970,0.54177535,18.496862
971,21.213203,20.584686
972,0.94209117,0.7072627
973,-2.3396404,-42.916294
974,-15.572879,39.04155
975,25.097567,28.449049
976,21.981913,34.003983
977,22.775469,26.11001
978,4.9095273,21.996826
979,-1.7934141,43.139664
980,-8.318788,-39.540882
981,-29.368973,-15.60279
982,-7.734373,31.666525
983,-10.025224,4.5766997
984,-9.954123,-32.884224
985,0.18395342,-30.67818
986,22.823666,6.0926213
987,-17.56065,6.5257096
988,28.323778,-1.8888668
989,-38.919926,-6.574073
990,-8.263806,9.480733
991,13.897997,55.04491
992,15.206442,42.006226
993,21.640303,26.93857
994,7.6823373,26.661507
995,3.808917,-7.069373
996,-49.513702,-9.960781
997,2.0666115,22.358383
998,-1.6650226,41.66372
999,-16.928583,9.084268
1000,-16.80464,22.518827
1001,1.978188,-37.819454
1002,16.850737,35.736237
1003,-6.4637814,28.394144
1004,-0.5664908,-29.903004
1005,-5.8444395,22.22363
1006,26.00939,-25.90686
1007,6.9575744,-11.544856
1008,31.9476,-11.419314
1009,5.8378882,-22.218401
1010,-4.8357115,-9.017382
1011,20.242851,12.35704
1012,22.31608,31.60931
1013,12.095454,-35.49291
1014,13.93446,-21.202034
1015,-15.150591,-26.539694
1016,-11.698088,-0.11764511
1017,14.976562,41.057518
1018,14.275827,52.696877
1019,6.8168797,-32.276333
1020,3.9668097,-5.1739836
1021,10.999229,27.041319
1022,-33.560226,-23.768812
1023,8.293514,-37.139
1024,-32.40797,39.54151
1025,-0.10725594,5.0807166
1026,28.900986,-14.723249
1027,-25.50388,-22.639858
1028,12.86525,27.792683
1029,2.396642,0.45799023
1030,-4.288697,0.54916334
1031,36.700565,-32.30312
1032,-11.103557,36.000267
1033,-9.060513,20.078796
1034,11.008535,19.2511
1035,7.2765074,-27.375084
1036,-35.019314,30.260647
1037,0.088110454,-24.630032
1038,37.709175,8.960901
1039,-47.640163,7.858829
1040,32.3331,34.525078
1041,16.301163,-31.754246
